OrderID,CustomerID,OrderValue,OrderDate
30118,511284,1078.1,2019-11-13
30119,105248,3145.72,2019-11-13
30120,134611,612.56,2019-11-13
30121,294638,1613.67,2019-11-13
30122,500139,3193.05,2019-11-13
30123,986700,233.11,2019-11-13
30124,170656,3138.37,2019-11-13
30125,326223,1199.86,2019-11-13
30126,721241,693.9,2019-11-13
30127,632138,766.93,2019-11-13
30128,546505,1020.53,2019-11-13
30129,251561,39.53,2019-11-13
30130,649184,634.1,2019-11-13
30131,983784,1642.84,2019-11-13
30132,568652,3386.01,2019-11-13
30133,379426,4184.12,2019-11-13
30134,202103,3508.19,2019-11-13
30135,801786,774.88,2019-11-13
30136,719322,129.25,2019-11-13
30137,351543,2478.31,2019-11-13
30138,604839,2964.46,2019-11-13
30139,792370,3621.95,2019-11-13
30140,932297,1986.76,2019-11-13
30141,677108,2213.64,2019-11-13
30142,868629,877.67,2019-11-13
30143,933687,578.52,2019-11-13
30144,805152,4403.09,2019-11-13
30145,547569,4590.75,2019-11-13
30146,283457,146.53,2019-11-13
30147,238293,3107.51,2019-11-13
30148,915308,4784.77,2019-11-13
30149,694866,2075.68,2019-11-13
30150,583378,3774.98,2019-11-13
30151,479825,3385.82,2019-11-13
30152,344033,514.85,2019-11-13
30153,122075,2890.35,2019-11-13
30154,531946,282.44,2019-11-13
30155,383371,4965.43,2019-11-13
30156,120147,3542.28,2019-11-13
30157,785895,1732.12,2019-11-13
30158,601564,1925.12,2019-11-13
30159,561682,4871.26,2019-11-13
30160,136396,2030.28,2019-11-13
30161,605491,551.78,2019-11-13
30162,739921,3773.23,2019-11-13
30163,966141,532.94,2019-11-13
30164,595411,4967.4,2019-11-13
30165,541219,188.34,2019-11-13
30166,799840,3715.83,2019-11-13
30167,839664,1080.01,2019-11-13
30168,267302,3831.85,2019-11-13
30169,360457,2688.82,2019-11-13
30170,304307,4027.73,2019-11-13
30171,875870,3809.13,2019-11-13
30172,547737,2551.93,2019-11-13
30173,121208,3651.83,2019-11-13
30174,832197,4722.08,2019-11-13
30175,667532,4364.45,2019-11-13
30176,991907,4434.76,2019-11-13
30177,901241,916.64,2019-11-13
30178,603854,4332.0,2019-11-13
30179,317310,3167.63,2019-11-13
30180,958198,3026.32,2019-11-13
30181,756781,4294.79,2019-11-13
30182,445749,3750.63,2019-11-13
30183,452918,1572.77,2019-11-13
30184,554646,1990.69,2019-11-13
30185,313354,4170.16,2019-11-13
30186,600331,571.84,2019-11-13
30187,800638,4792.35,2019-11-13
30188,558367,323.21,2019-11-13
30189,619799,2489.66,2019-11-13
30190,115929,2451.79,2019-11-13
30191,330966,4257.43,2019-11-13
30192,349752,4249.56,2019-11-13
30193,198349,4566.08,2019-11-13
30194,686105,3733.9,2019-11-13
30195,858717,221.71,2019-11-13
30196,410147,287.58,2019-11-13
30197,225767,278.33,2019-11-13
30198,422418,1370.18,2019-11-13
30199,289552,274.43,2019-11-13
30200,754897,1762.42,2019-11-13
30201,550827,4444.6,2019-11-13
30202,962859,4382.8,2019-11-13
30203,677702,2298.32,2019-11-13
30204,725023,4183.86,2019-11-13
30205,767264,3920.42,2019-11-13
30206,227527,911.68,2019-11-13
30207,397615,2286.05,2019-11-13
30208,657237,2397.94,2019-11-13
30209,435667,2594.09,2019-11-13
30210,893461,1574.02,2019-11-13
30211,455441,384.22,2019-11-13
30212,143784,4274.18,2019-11-13
30213,882688,4128.24,2019-11-13
30214,194646,1635.55,2019-11-13
30215,232063,1150.38,2019-11-13
30216,831593,4504.11,2019-11-13
30217,759855,4298.42,2019-11-13
30218,669112,3929.31,2019-11-13
30219,423226,946.13,2019-11-13
30220,684815,4707.29,2019-11-13
30221,635695,243.32,2019-11-13
30222,295138,3621.62,2019-11-13
30223,869369,4544.57,2019-11-13
30224,329249,4700.2,2019-11-13
30225,332575,4195.87,2019-11-13
30226,926614,2144.86,2019-11-13
30227,743281,4208.08,2019-11-13
30228,815642,3901.0,2019-11-13
30229,473531,3444.58,2019-11-13
30230,359753,366.83,2019-11-13
30231,640003,3390.45,2019-11-13
30232,568540,4227.35,2019-11-13
30233,427562,2229.21,2019-11-13
30234,659760,2764.84,2019-11-13
30235,395889,4500.82,2019-11-13
30236,350460,2005.68,2019-11-13
30237,494332,2766.02,2019-11-13
30238,893365,3489.68,2019-11-13
30239,203708,2976.87,2019-11-13
30240,594948,4953.01,2019-11-13
30241,531321,37.6,2019-11-13
30242,148816,4302.26,2019-11-13
30243,551524,2922.49,2019-11-13
30244,905493,847.65,2019-11-13
30245,796423,3699.59,2019-11-13
30246,914525,3838.68,2019-11-13
30247,734220,409.18,2019-11-13
30248,920165,317.57,2019-11-13
30249,172058,42.67,2019-11-13
30250,501656,3010.64,2019-11-13
30251,262102,4170.78,2019-11-13
30252,944913,2090.63,2019-11-13
30253,612212,2050.66,2019-11-13
30254,902726,4524.94,2019-11-13
30255,267267,2502.98,2019-11-13
30256,730527,1242.16,2019-11-13
30257,650957,4460.26,2019-11-13
30258,247426,712.1,2019-11-13
30259,740310,1909.2,2019-11-13
30260,949057,3516.32,2019-11-13
30261,819098,363.88,2019-11-13
30262,592719,40.12,2019-11-13
30263,847643,122.89,2019-11-13
30264,391562,1972.06,2019-11-13
30265,832547,3425.0,2019-11-13
30266,523126,4086.93,2019-11-13
30267,405375,3025.99,2019-11-13
30268,380704,1411.29,2019-11-13
30269,169090,2114.34,2019-11-13
30270,921604,4777.47,2019-11-13
30271,192553,1902.82,2019-11-13
30272,299725,2141.04,2019-11-13
30273,273921,958.23,2019-11-13
30274,652981,2900.89,2019-11-13
30275,855480,2776.95,2019-11-13
30276,736085,664.77,2019-11-13
30277,240335,4843.42,2019-11-13
30278,462796,207.68,2019-11-13
30279,499165,2902.01,2019-11-13
30280,851853,543.83,2019-11-13
30281,949908,1364.02,2019-11-13
30282,626554,1842.55,2019-11-13
30283,183187,3584.34,2019-11-13
30284,702272,3704.96,2019-11-13
30285,964934,792.52,2019-11-13
30286,889993,4773.17,2019-11-13
30287,950169,4569.78,2019-11-13
30288,722727,1681.84,2019-11-13
30289,188732,1075.58,2019-11-13
30290,514054,3905.51,2019-11-13
30291,330269,2698.47,2019-11-13
30292,615913,284.85,2019-11-13
30293,355320,3716.03,2019-11-13
30294,518774,94.14,2019-11-13
30295,443516,1546.27,2019-11-13
30296,360908,3392.61,2019-11-13
30297,372968,1807.52,2019-11-13
30298,362220,3623.28,2019-11-13
30299,623994,771.54,2019-11-13
30300,257388,4819.29,2019-11-13
30301,212583,463.56,2019-11-13
30302,923158,1227.6,2019-11-13
30303,860771,4196.57,2019-11-13
30304,528496,4515.89,2019-11-13
30305,968703,4435.09,2019-11-13
30306,152989,4633.64,2019-11-13
30307,935847,3984.22,2019-11-13
30308,949243,1533.43,2019-11-13
30309,732249,4532.54,2019-11-13
30310,580964,4609.83,2019-11-13
30311,679707,1443.63,2019-11-13
30312,231218,3803.28,2019-11-13
30313,234820,2803.38,2019-11-13
30314,666800,4070.25,2019-11-13
30315,351354,3209.38,2019-11-13
30316,338159,4010.4,2019-11-13
30317,340067,570.08,2019-11-13
30318,819327,1268.51,2019-11-13
30319,548964,765.21,2019-11-13
30320,769595,3999.9,2019-11-13
30321,730694,2053.83,2019-11-13
30322,610660,1159.98,2019-11-13
30323,649200,4716.73,2019-11-13
30324,782966,3628.01,2019-11-13
30325,817415,932.03,2019-11-13
30326,807810,4926.47,2019-11-13
30327,417670,323.24,2019-11-13
30328,595823,1013.15,2019-11-13
30329,942690,1068.17,2019-11-13
30330,370589,3996.55,2019-11-13
30331,690830,4023.94,2019-11-13
30332,758220,605.95,2019-11-13
30333,368145,4131.17,2019-11-13
30334,480387,346.76,2019-11-13
30335,258489,2566.02,2019-11-13
30336,116838,908.27,2019-11-13
30337,573363,3519.24,2019-11-13
30338,734739,4954.96,2019-11-13
30339,533403,3582.61,2019-11-13
30340,246838,1172.97,2019-11-13
30341,796236,1987.15,2019-11-13
30342,616875,3654.47,2019-11-13
30343,538875,4887.49,2019-11-13
30344,325867,2403.07,2019-11-13
30345,262387,982.98,2019-11-13
30346,164251,3798.67,2019-11-13
30347,965995,3693.29,2019-11-13
30348,886818,657.89,2019-11-13
30349,186544,4118.86,2019-11-13
30350,876348,2958.7,2019-11-13
30351,403797,840.14,2019-11-13
30352,413350,1824.92,2019-11-13
30353,505581,4061.97,2019-11-13
30354,857276,4512.55,2019-11-13
30355,539480,2242.98,2019-11-13
30356,117153,4879.93,2019-11-13
30357,521097,321.01,2019-11-13
30358,546872,2155.98,2019-11-13
30359,997538,1080.5,2019-11-13
30360,601948,591.62,2019-11-13
30361,775812,4713.98,2019-11-13
30362,113356,3858.34,2019-11-13
30363,961697,4805.33,2019-11-13
30364,696600,1391.26,2019-11-13
30365,488764,2921.41,2019-11-13
30366,905271,2896.22,2019-11-13
30367,348462,726.27,2019-11-13
30368,469734,4785.49,2019-11-13
30369,492028,2074.03,2019-11-13
30370,180319,1891.16,2019-11-13
30371,591047,3845.01,2019-11-13
30372,719412,4265.17,2019-11-13
30373,321767,4019.7,2019-11-13
30374,382378,1506.74,2019-11-13
30375,711915,3712.61,2019-11-13
30376,681758,1738.53,2019-11-13
30377,820954,255.1,2019-11-13
30378,120263,4447.21,2019-11-13
30379,707721,3309.8,2019-11-13
30380,724168,4673.2,2019-11-13
30381,579141,1341.58,2019-11-13
30382,454141,2873.52,2019-11-13
30383,483748,235.04,2019-11-13
30384,911138,2440.47,2019-11-13
30385,402788,216.67,2019-11-13
30386,825521,3891.38,2019-11-13
30387,601189,2166.6,2019-11-13
30388,904699,1779.95,2019-11-13
30389,458736,3952.65,2019-11-13
30390,863890,2151.9,2019-11-13
30391,480631,4064.34,2019-11-13
30392,597897,945.43,2019-11-13
30393,822517,719.34,2019-11-13
30394,469472,991.92,2019-11-13
30395,162725,1139.62,2019-11-13
30396,474523,4838.19,2019-11-13
30397,370691,4922.24,2019-11-13
30398,318287,2988.38,2019-11-13
30399,687638,1753.96,2019-11-13
30400,706203,4140.85,2019-11-13
30401,847117,1768.11,2019-11-13
30402,823355,3350.1,2019-11-13
30403,325432,3131.98,2019-11-13
30404,300183,1800.56,2019-11-13
30405,607105,1337.12,2019-11-13
30406,862960,818.02,2019-11-13
30407,309022,2276.78,2019-11-13
30408,903061,1914.24,2019-11-13
30409,753394,705.1,2019-11-13
30410,934858,3057.63,2019-11-13
30411,405781,2752.27,2019-11-13
30412,150432,4549.73,2019-11-13
30413,528273,3367.61,2019-11-13
30414,864956,430.38,2019-11-13
30415,656252,1259.39,2019-11-13
30416,540552,2002.44,2019-11-13
30417,924045,3203.71,2019-11-13
30418,556702,2418.2,2019-11-13
30419,736125,703.25,2019-11-13
30420,388528,1642.51,2019-11-13
30421,194028,2482.86,2019-11-13
30422,346435,1741.8,2019-11-13
30423,480804,1719.14,2019-11-13
30424,279324,3404.42,2019-11-13
30425,194995,579.49,2019-11-13
30426,587167,2058.53,2019-11-13
30427,786401,4726.82,2019-11-13
30428,318999,3898.17,2019-11-13
30429,105296,4253.5,2019-11-13
30430,122053,1741.48,2019-11-13
30431,957484,380.92,2019-11-13
30432,937509,3350.07,2019-11-13
30433,125861,3961.9,2019-11-13
30434,978033,3604.85,2019-11-13
30435,728760,1322.63,2019-11-13
30436,245384,163.26,2019-11-13
30437,601749,4225.32,2019-11-13
30438,985686,4440.41,2019-11-13
30439,929379,1035.27,2019-11-13
30440,561341,4948.48,2019-11-13
30441,778691,3301.17,2019-11-13
30442,488412,781.14,2019-11-13
30443,115143,1317.75,2019-11-13
30444,369680,2744.74,2019-11-13
30445,976933,3067.61,2019-11-13
30446,408173,1522.11,2019-11-13
30447,980343,1354.22,2019-11-13
30448,203648,4760.44,2019-11-13
30449,950299,4146.89,2019-11-13
30450,474374,4490.81,2019-11-13
30451,126057,4626.97,2019-11-13
30452,364471,4117.12,2019-11-13
30453,131924,3557.1,2019-11-13
30454,726346,1816.16,2019-11-13
30455,438612,1973.86,2019-11-13
30456,757405,1638.04,2019-11-13
30457,881495,262.13,2019-11-13
30458,876699,106.11,2019-11-13
30459,232605,995.0,2019-11-13
30460,220748,2359.03,2019-11-13
30461,780129,3350.29,2019-11-13
30462,654904,639.48,2019-11-13
30463,228623,4509.32,2019-11-13
30464,656179,741.71,2019-11-13
30465,395725,4178.88,2019-11-13
30466,495305,2823.28,2019-11-13
30467,965777,1683.16,2019-11-13
30468,103716,3530.62,2019-11-13
30469,399845,1985.15,2019-11-13
30470,701266,2142.11,2019-11-13
30471,228723,4719.59,2019-11-13
30472,704749,3773.93,2019-11-13
30473,939610,3739.83,2019-11-13
30474,103696,3438.02,2019-11-13
30475,467108,958.16,2019-11-13
30476,932308,508.46,2019-11-13
30477,543999,3577.41,2019-11-13
30478,311889,1001.97,2019-11-13
30479,111867,2757.24,2019-11-13
30480,321463,2840.29,2019-11-13
30481,778707,4464.81,2019-11-13
30482,842255,4361.91,2019-11-13
30483,476857,3747.79,2019-11-13
30484,862866,2988.32,2019-11-13
30485,824108,1557.82,2019-11-13
30486,147486,1970.63,2019-11-13
30487,147177,4686.02,2019-11-13
30488,819249,3064.09,2019-11-13
30489,463254,619.21,2019-11-13
30490,338180,1993.93,2019-11-13
30491,704189,3050.64,2019-11-13
30492,645381,3401.52,2019-11-13
30493,932988,257.87,2019-11-13
30494,287297,441.84,2019-11-13
30495,581088,2233.69,2019-11-13
30496,910276,2551.16,2019-11-13
30497,973972,127.75,2019-11-13
30498,218446,4793.98,2019-11-13
30499,208818,3684.04,2019-11-13
30500,777731,351.29,2019-11-13
30501,328244,1434.77,2019-11-13
30502,473205,3434.7,2019-11-13
30503,491814,4878.82,2019-11-13
30504,872661,768.67,2019-11-13
30505,570126,4904.6,2019-11-13
30506,640817,3282.49,2019-11-13
30507,518038,4874.91,2019-11-13
30508,847578,3900.21,2019-11-13
30509,552692,4615.51,2019-11-13
30510,639098,4069.85,2019-11-13
30511,119125,3512.67,2019-11-13
30512,469658,435.05,2019-11-13
30513,307915,365.95,2019-11-13
30514,516025,1991.59,2019-11-13
30515,673217,799.78,2019-11-13
30516,988981,1334.38,2019-11-13
30517,685914,2979.8,2019-11-13
30518,838065,3728.51,2019-11-13
30519,378425,2675.21,2019-11-13
30520,809561,1921.94,2019-11-13
30521,317501,300.78,2019-11-13
30522,376408,171.06,2019-11-13
30523,458993,1661.55,2019-11-13
30524,571341,1130.96,2019-11-13
30525,383940,1056.32,2019-11-13
30526,218077,4879.83,2019-11-13
30527,586957,1212.4,2019-11-13
30528,691962,2045.3,2019-11-13
30529,865105,3786.35,2019-11-13
30530,609101,525.43,2019-11-13
30531,634709,2638.56,2019-11-13
30532,392134,1687.44,2019-11-13
30533,760328,1603.64,2019-11-13
30534,193197,3874.61,2019-11-13
30535,310485,1451.46,2019-11-13
30536,567416,3441.94,2019-11-13
30537,961060,4154.62,2019-11-13
30538,789120,260.21,2019-11-13
30539,490106,1771.73,2019-11-13
30540,122853,4522.4,2019-11-13
30541,866420,3582.77,2019-11-13
30542,714638,2215.68,2019-11-13
30543,607861,3018.75,2019-11-13
30544,306779,4959.77,2019-11-13
30545,797930,4309.43,2019-11-13
30546,537318,3493.6,2019-11-13
30547,896307,2794.33,2019-11-13
30548,882952,547.52,2019-11-13
30549,496660,2926.11,2019-11-13
30550,542917,1214.27,2019-11-13
30551,977388,2701.62,2019-11-13
30552,119893,3640.69,2019-11-13
30553,418321,2834.28,2019-11-13
30554,255093,3895.11,2019-11-13
30555,768378,4018.19,2019-11-13
30556,773189,413.31,2019-11-13
30557,770538,1222.93,2019-11-13
30558,634607,3907.2,2019-11-13
30559,204698,2556.41,2019-11-13
30560,701899,3887.42,2019-11-13
30561,954733,32.45,2019-11-13
30562,668571,2918.75,2019-11-13
30563,381366,4431.46,2019-11-13
30564,400506,620.08,2019-11-13
30565,487290,3873.94,2019-11-13
30566,248980,3825.77,2019-11-13
30567,650298,2060.82,2019-11-13
30568,565454,4970.8,2019-11-13
30569,607757,1443.38,2019-11-13
30570,296449,4762.54,2019-11-13
30571,468729,679.16,2019-11-13
30572,925389,2126.76,2019-11-13
30573,504131,1599.98,2019-11-13
30574,490542,3430.62,2019-11-13
30575,647802,1412.45,2019-11-13
30576,868111,1071.85,2019-11-13
30577,750846,1080.2,2019-11-13
30578,971960,32.8,2019-11-13
30579,606353,1264.49,2019-11-13
30580,959746,1243.62,2019-11-13
30581,853519,2612.9,2019-11-13
30582,541695,3920.4,2019-11-13
30583,147573,2197.71,2019-11-13
30584,570531,4167.21,2019-11-13
30585,542836,3583.75,2019-11-13
30586,167636,2563.47,2019-11-13
30587,329809,4602.36,2019-11-13
30588,761884,726.55,2019-11-13
30589,309234,4075.58,2019-11-13
30590,479584,4695.61,2019-11-13
30591,810574,4993.25,2019-11-13
30592,194195,1240.75,2019-11-13
30593,627809,2894.21,2019-11-13
30594,885445,1788.56,2019-11-13
30595,302689,2215.87,2019-11-13
30596,364012,159.58,2019-11-13
30597,579015,1809.55,2019-11-13
30598,643111,1652.84,2019-11-13
30599,996873,4662.37,2019-11-13
30600,685122,4044.39,2019-11-13
30601,872712,815.54,2019-11-13
30602,737329,4944.33,2019-11-13
30603,357826,4416.65,2019-11-13
30604,554107,4234.81,2019-11-13
30605,370447,629.15,2019-11-13
30606,409477,3204.14,2019-11-13
30607,932000,2895.43,2019-11-13
30608,913758,3027.75,2019-11-13
30609,265109,1282.7,2019-11-13
30610,587619,3191.79,2019-11-13
30611,843705,476.53,2019-11-13
30612,530119,4886.88,2019-11-13
30613,538962,4417.41,2019-11-13
30614,592279,30.73,2019-11-13
30615,928203,1402.17,2019-11-13
30616,766097,2926.07,2019-11-13
30617,293514,2055.87,2019-11-13
30618,550299,3201.88,2019-11-13
30619,155683,2930.36,2019-11-13
30620,693297,4259.92,2019-11-13
30621,103131,2064.33,2019-11-13
30622,675914,2688.36,2019-11-13
30623,108265,357.42,2019-11-13
30624,396694,3203.51,2019-11-13
30625,842358,4003.7,2019-11-13
30626,299730,167.04,2019-11-13
30627,361342,1910.37,2019-11-13
30628,372007,4463.56,2019-11-13
30629,875786,2531.44,2019-11-13
30630,691921,1784.33,2019-11-13
30631,846840,294.17,2019-11-13
30632,201032,573.1,2019-11-13
30633,986053,1816.0,2019-11-13
30634,702970,1540.01,2019-11-13
30635,692233,1851.89,2019-11-13
30636,591069,2932.57,2019-11-13
30637,806228,1844.51,2019-11-13
30638,888824,2769.13,2019-11-13
30639,167048,217.14,2019-11-13
30640,106511,2180.49,2019-11-13
30641,632003,2487.71,2019-11-13
30642,276378,2055.89,2019-11-13
30643,452127,605.74,2019-11-13
30644,449971,1353.62,2019-11-13
30645,957561,2635.48,2019-11-13
30646,154785,4182.66,2019-11-13
30647,967752,3073.25,2019-11-13
30648,625932,728.51,2019-11-13
30649,220600,1312.96,2019-11-13
30650,128538,4849.79,2019-11-13
30651,387629,844.8,2019-11-13
30652,150012,3020.98,2019-11-13
30653,779257,4881.94,2019-11-13
30654,213288,34.01,2019-11-13
30655,872216,2861.02,2019-11-13
30656,698062,1136.79,2019-11-13
30657,135366,378.11,2019-11-13
30658,508078,4476.56,2019-11-13
30659,196478,428.02,2019-11-13
30660,268083,4736.53,2019-11-13
30661,285774,1682.84,2019-11-13
30662,787074,1000.04,2019-11-13
30663,175413,3658.5,2019-11-13
30664,103487,4692.21,2019-11-13
30665,768152,539.1,2019-11-13
30666,429584,488.7,2019-11-13
30667,283797,2319.83,2019-11-13
30668,141291,3020.48,2019-11-13
30669,697924,2227.53,2019-11-13
30670,225613,1656.45,2019-11-13
30671,887695,459.05,2019-11-13
30672,928397,3885.82,2019-11-13
30673,532936,747.38,2019-11-13
30674,939489,1790.16,2019-11-13
30675,911117,1862.8,2019-11-13
30676,232904,1848.69,2019-11-13
30677,188349,1135.13,2019-11-13
30678,254101,1340.66,2019-11-13
30679,702009,2880.65,2019-11-13
30680,334392,3156.42,2019-11-13
30681,335372,3107.75,2019-11-13
30682,563190,3325.16,2019-11-13
30683,458493,472.32,2019-11-13
30684,375422,4742.3,2019-11-13
30685,339430,2462.84,2019-11-13
30686,785301,2958.57,2019-11-13
30687,390257,2543.94,2019-11-13
30688,587797,139.78,2019-11-13
30689,891446,4954.25,2019-11-13
30690,521354,957.28,2019-11-13
30691,542617,4581.12,2019-11-13
30692,832527,3861.03,2019-11-13
30693,921786,3846.55,2019-11-13
30694,652511,1828.59,2019-11-13
30695,265471,382.09,2019-11-13
30696,935200,1868.34,2019-11-13
30697,306353,2835.45,2019-11-13
30698,340914,2192.04,2019-11-13
30699,834078,460.55,2019-11-13
30700,870478,4227.52,2019-11-13
30701,318182,1510.69,2019-11-13
30702,233616,3347.24,2019-11-13
30703,486439,4766.25,2019-11-13
30704,746698,2062.59,2019-11-13
30705,739220,1244.75,2019-11-13
30706,417356,1772.18,2019-11-13
30707,214685,3977.26,2019-11-13
30708,998981,2772.16,2019-11-13
30709,679974,4144.86,2019-11-13
30710,604978,3457.84,2019-11-13
30711,534424,1822.02,2019-11-13
30712,822531,3170.0,2019-11-13
30713,594970,620.86,2019-11-13
30714,842185,4736.96,2019-11-13
30715,317139,3453.99,2019-11-13
30716,333439,2539.79,2019-11-13
30717,259266,3978.4,2019-11-13
30718,366587,3078.33,2019-11-13
30719,348440,3328.14,2019-11-13
30720,731528,4671.12,2019-11-13
30721,741076,172.67,2019-11-13
30722,840492,2336.45,2019-11-13
30723,388848,4905.62,2019-11-13
30724,951059,1914.49,2019-11-13
30725,329269,1079.72,2019-11-13
30726,294381,1898.66,2019-11-13
30727,678283,2435.55,2019-11-13
30728,670986,3067.54,2019-11-13
30729,369054,117.38,2019-11-13
30730,225143,4332.37,2019-11-13
30731,561081,4767.89,2019-11-13
30732,791070,3744.23,2019-11-13
30733,291144,631.94,2019-11-13
30734,653531,3660.18,2019-11-13
30735,229250,2066.7,2019-11-13
30736,725001,1133.79,2019-11-13
30737,167645,2545.23,2019-11-13
30738,957033,3697.93,2019-11-13
30739,851346,276.73,2019-11-13
30740,739976,845.3,2019-11-13
30741,156460,325.64,2019-11-13
30742,736011,4455.48,2019-11-13
30743,488093,1278.78,2019-11-13
30744,414273,1559.81,2019-11-13
30745,576291,3292.61,2019-11-13
30746,877110,3020.61,2019-11-13
30747,823439,3610.34,2019-11-13
30748,709650,797.93,2019-11-13
30749,537570,3593.9,2019-11-13
30750,725657,3003.37,2019-11-13
30751,845475,3827.14,2019-11-13
30752,960796,4816.3,2019-11-13
30753,672403,1027.64,2019-11-13
30754,378303,4566.0,2019-11-13
30755,353544,2617.07,2019-11-13
30756,570775,238.99,2019-11-13
30757,674126,3040.07,2019-11-13
30758,644949,2870.59,2019-11-13
30759,900630,2893.72,2019-11-13
30760,635968,3922.04,2019-11-13
30761,792086,1904.77,2019-11-13
30762,788102,2971.56,2019-11-13
30763,487354,1020.37,2019-11-13
30764,492509,1628.32,2019-11-13
30765,417644,1083.78,2019-11-13
30766,138192,3273.14,2019-11-13
30767,239302,986.37,2019-11-13
30768,397900,786.32,2019-11-13
30769,215059,4243.41,2019-11-13
30770,647220,712.08,2019-11-13
30771,706324,4751.69,2019-11-13
30772,898208,355.7,2019-11-13
30773,277295,619.65,2019-11-13
30774,379193,1979.79,2019-11-13
30775,189519,908.21,2019-11-13
30776,270917,289.18,2019-11-13
30777,762067,297.47,2019-11-13
30778,772402,4432.79,2019-11-13
30779,863941,4130.58,2019-11-13
30780,904454,3275.69,2019-11-13
30781,797881,1155.08,2019-11-13
30782,282766,393.0,2019-11-13
30783,393248,1852.31,2019-11-13
30784,494572,4701.79,2019-11-13
