OrderID,CustomerID,OrderValue,OrderDate
30167,303491,3911.94,2019-11-14
30168,587320,2685.64,2019-11-14
30169,485616,1559.12,2019-11-14
30170,641512,4331.91,2019-11-14
30171,787091,4127.22,2019-11-14
30172,871480,3768.89,2019-11-14
30173,756058,2776.57,2019-11-14
30174,479653,99.52,2019-11-14
30175,729000,2503.12,2019-11-14
30176,495718,3589.61,2019-11-14
30177,544347,3193.44,2019-11-14
30178,530095,3545.34,2019-11-14
30179,859385,4570.19,2019-11-14
30180,927302,3935.65,2019-11-14
30181,261586,1940.08,2019-11-14
30182,642955,1736.01,2019-11-14
30183,736138,3027.24,2019-11-14
30184,778127,4656.64,2019-11-14
30185,456643,2497.31,2019-11-14
30186,360429,3557.98,2019-11-14
30187,918591,2657.02,2019-11-14
30188,568329,3055.76,2019-11-14
30189,540340,3227.53,2019-11-14
30190,154027,1007.74,2019-11-14
30191,457375,2211.16,2019-11-14
30192,721259,3328.53,2019-11-14
30193,613892,1103.24,2019-11-14
30194,888675,1414.3,2019-11-14
30195,327800,455.89,2019-11-14
30196,995936,2195.64,2019-11-14
30197,712271,4470.26,2019-11-14
30198,514600,763.31,2019-11-14
30199,650850,3175.47,2019-11-14
30200,913744,2993.15,2019-11-14
30201,885581,2665.66,2019-11-14
30202,760114,4792.94,2019-11-14
30203,367896,3204.12,2019-11-14
30204,848193,3961.7,2019-11-14
30205,530647,3814.18,2019-11-14
30206,919098,4532.21,2019-11-14
30207,336985,4749.12,2019-11-14
30208,536461,3663.78,2019-11-14
30209,922661,2569.43,2019-11-14
30210,967011,1616.57,2019-11-14
30211,524764,150.5,2019-11-14
30212,272363,362.14,2019-11-14
30213,944381,570.49,2019-11-14
30214,943468,4890.87,2019-11-14
30215,771078,287.78,2019-11-14
30216,197530,4253.97,2019-11-14
30217,691217,2512.75,2019-11-14
30218,982298,747.15,2019-11-14
30219,198217,2444.04,2019-11-14
30220,394360,4670.16,2019-11-14
30221,694724,3816.15,2019-11-14
30222,167045,449.35,2019-11-14
30223,900857,2620.41,2019-11-14
30224,640106,2409.35,2019-11-14
30225,904232,3067.35,2019-11-14
30226,854793,1258.42,2019-11-14
30227,716703,3708.99,2019-11-14
30228,588441,2194.45,2019-11-14
30229,408120,672.46,2019-11-14
30230,540577,160.46,2019-11-14
30231,707956,3359.42,2019-11-14
30232,735696,4878.58,2019-11-14
30233,606852,1003.02,2019-11-14
30234,504167,3907.88,2019-11-14
30235,642435,1961.5,2019-11-14
30236,401711,1991.25,2019-11-14
30237,583108,1251.54,2019-11-14
30238,256210,1338.35,2019-11-14
30239,428531,3506.71,2019-11-14
30240,110401,3502.41,2019-11-14
30241,768917,4724.18,2019-11-14
30242,659983,1017.47,2019-11-14
30243,422167,3881.18,2019-11-14
30244,650947,2252.57,2019-11-14
30245,661976,2983.07,2019-11-14
30246,530162,2970.47,2019-11-14
30247,332470,181.62,2019-11-14
30248,288910,141.77,2019-11-14
30249,432460,3560.94,2019-11-14
30250,160395,3993.55,2019-11-14
30251,612640,4133.72,2019-11-14
30252,105764,497.82,2019-11-14
30253,658693,4572.51,2019-11-14
30254,815318,1014.22,2019-11-14
30255,156635,1948.97,2019-11-14
30256,117042,4608.38,2019-11-14
30257,157194,1420.88,2019-11-14
30258,439903,2944.32,2019-11-14
30259,892954,2605.01,2019-11-14
30260,496326,3619.6,2019-11-14
30261,888918,3981.81,2019-11-14
30262,405758,398.39,2019-11-14
30263,745742,3884.8,2019-11-14
30264,322470,1720.84,2019-11-14
30265,710008,2427.32,2019-11-14
30266,778785,4146.29,2019-11-14
30267,312327,3404.06,2019-11-14
30268,805768,1365.12,2019-11-14
30269,695670,2362.84,2019-11-14
30270,449311,3807.7,2019-11-14
30271,910852,966.1,2019-11-14
30272,750014,3973.02,2019-11-14
30273,421134,2687.21,2019-11-14
30274,983813,1860.79,2019-11-14
30275,636970,3623.68,2019-11-14
30276,748383,4982.37,2019-11-14
30277,228205,185.03,2019-11-14
30278,621316,2607.1,2019-11-14
30279,579789,1633.6,2019-11-14
30280,764357,3833.0,2019-11-14
30281,915749,3815.52,2019-11-14
30282,749875,4104.74,2019-11-14
30283,446819,730.53,2019-11-14
30284,983552,2646.91,2019-11-14
30285,579095,2993.85,2019-11-14
30286,115612,2773.24,2019-11-14
30287,957576,1419.12,2019-11-14
30288,391782,680.82,2019-11-14
30289,227758,3471.03,2019-11-14
30290,363128,4774.16,2019-11-14
30291,748102,4092.47,2019-11-14
30292,796686,1367.97,2019-11-14
30293,516719,3451.64,2019-11-14
30294,540995,918.62,2019-11-14
30295,682483,1273.7,2019-11-14
30296,817049,371.74,2019-11-14
30297,336580,3290.47,2019-11-14
30298,331837,42.53,2019-11-14
30299,415351,3636.39,2019-11-14
30300,480513,2292.05,2019-11-14
30301,389931,3268.7,2019-11-14
30302,310949,4498.98,2019-11-14
30303,380660,2975.19,2019-11-14
30304,616500,172.99,2019-11-14
30305,403997,3380.77,2019-11-14
30306,425450,2117.14,2019-11-14
30307,443197,2206.19,2019-11-14
30308,594574,1696.13,2019-11-14
30309,906372,1071.79,2019-11-14
30310,836824,543.35,2019-11-14
30311,941326,746.62,2019-11-14
30312,602608,1598.38,2019-11-14
30313,871126,127.98,2019-11-14
30314,799343,2109.82,2019-11-14
30315,723852,3284.87,2019-11-14
30316,705736,1243.42,2019-11-14
30317,640161,4995.92,2019-11-14
30318,496745,498.03,2019-11-14
30319,732422,3080.95,2019-11-14
30320,450411,2187.55,2019-11-14
30321,697566,495.23,2019-11-14
30322,602982,2166.89,2019-11-14
30323,622780,2712.55,2019-11-14
30324,578749,2592.4,2019-11-14
30325,751921,2382.01,2019-11-14
30326,794086,1869.87,2019-11-14
30327,783235,3338.5,2019-11-14
30328,541326,1156.65,2019-11-14
30329,219783,1200.4,2019-11-14
30330,419591,4360.53,2019-11-14
30331,517590,636.89,2019-11-14
30332,480390,3725.18,2019-11-14
30333,951739,2389.83,2019-11-14
30334,106276,32.46,2019-11-14
30335,775125,3424.19,2019-11-14
30336,152438,2281.1,2019-11-14
30337,214124,1419.82,2019-11-14
30338,504531,3135.73,2019-11-14
30339,209396,3340.0,2019-11-14
30340,940923,713.94,2019-11-14
30341,691341,4411.28,2019-11-14
30342,890360,2482.23,2019-11-14
30343,994500,776.77,2019-11-14
30344,580127,4264.19,2019-11-14
30345,470320,3588.51,2019-11-14
30346,696183,250.63,2019-11-14
30347,334492,212.25,2019-11-14
30348,733763,1702.21,2019-11-14
30349,447120,2248.64,2019-11-14
30350,403455,1749.49,2019-11-14
30351,558923,1094.45,2019-11-14
30352,522467,999.84,2019-11-14
30353,855223,4588.91,2019-11-14
30354,592961,985.11,2019-11-14
30355,856555,3600.76,2019-11-14
30356,714903,3380.34,2019-11-14
30357,277369,407.82,2019-11-14
30358,194265,3663.53,2019-11-14
30359,624787,2214.51,2019-11-14
30360,589759,1589.32,2019-11-14
30361,384760,3150.57,2019-11-14
30362,634369,2902.65,2019-11-14
30363,649893,2359.08,2019-11-14
30364,260171,802.43,2019-11-14
30365,405098,310.38,2019-11-14
30366,991768,2143.81,2019-11-14
30367,362469,1587.24,2019-11-14
30368,475101,4357.4,2019-11-14
30369,584579,3401.39,2019-11-14
30370,947971,4092.68,2019-11-14
30371,267762,880.17,2019-11-14
30372,829431,2737.27,2019-11-14
30373,561146,4723.59,2019-11-14
30374,442678,2037.37,2019-11-14
30375,770157,3256.78,2019-11-14
30376,664617,765.78,2019-11-14
30377,589654,1154.61,2019-11-14
30378,245559,608.59,2019-11-14
30379,966567,4948.8,2019-11-14
30380,622612,72.56,2019-11-14
30381,516459,1712.35,2019-11-14
30382,582107,2246.29,2019-11-14
30383,995332,1704.61,2019-11-14
30384,324698,4707.06,2019-11-14
30385,160633,2479.87,2019-11-14
30386,546388,1695.45,2019-11-14
30387,847964,779.05,2019-11-14
30388,687446,222.88,2019-11-14
30389,303996,2748.96,2019-11-14
30390,956665,430.5,2019-11-14
30391,793998,873.43,2019-11-14
30392,176402,3975.99,2019-11-14
30393,912490,2093.76,2019-11-14
30394,845378,3399.93,2019-11-14
30395,704162,1668.82,2019-11-14
30396,728545,3700.39,2019-11-14
30397,405614,2679.09,2019-11-14
30398,388710,1047.01,2019-11-14
30399,540117,3455.89,2019-11-14
30400,541438,4778.53,2019-11-14
30401,752492,706.58,2019-11-14
30402,499153,2836.29,2019-11-14
30403,828276,1357.13,2019-11-14
30404,618512,3792.28,2019-11-14
30405,955741,1131.81,2019-11-14
30406,776315,4871.44,2019-11-14
30407,772244,1605.49,2019-11-14
30408,959092,3393.98,2019-11-14
30409,790125,3127.99,2019-11-14
30410,492845,327.06,2019-11-14
30411,254655,2731.03,2019-11-14
30412,829890,3870.27,2019-11-14
30413,383881,1916.15,2019-11-14
30414,108578,2137.88,2019-11-14
30415,177052,2095.25,2019-11-14
30416,198833,1807.44,2019-11-14
30417,645999,3957.11,2019-11-14
30418,453993,4130.79,2019-11-14
30419,795763,2569.89,2019-11-14
30420,830857,1952.7,2019-11-14
30421,277304,3099.6,2019-11-14
30422,136972,3104.64,2019-11-14
30423,717091,3272.12,2019-11-14
30424,297685,1310.28,2019-11-14
30425,868943,4913.22,2019-11-14
30426,771206,2086.07,2019-11-14
30427,404759,1521.13,2019-11-14
30428,784432,1200.06,2019-11-14
30429,805148,2304.0,2019-11-14
30430,609026,3871.95,2019-11-14
30431,603378,4625.88,2019-11-14
30432,347237,2216.38,2019-11-14
30433,419031,596.52,2019-11-14
30434,609629,4819.74,2019-11-14
30435,680338,699.7,2019-11-14
30436,125044,1015.4,2019-11-14
30437,814521,371.82,2019-11-14
30438,413969,2103.69,2019-11-14
30439,855279,43.52,2019-11-14
30440,850918,4447.03,2019-11-14
30441,220330,107.89,2019-11-14
30442,770075,288.18,2019-11-14
30443,988596,1416.21,2019-11-14
30444,720717,3369.01,2019-11-14
30445,853210,3075.67,2019-11-14
30446,589644,127.61,2019-11-14
30447,990273,3286.78,2019-11-14
30448,302067,4587.19,2019-11-14
30449,821111,2255.14,2019-11-14
30450,577456,3563.37,2019-11-14
30451,924294,3666.97,2019-11-14
30452,713842,2238.08,2019-11-14
30453,810908,261.21,2019-11-14
30454,357290,441.63,2019-11-14
30455,795202,2287.32,2019-11-14
30456,407004,1297.37,2019-11-14
30457,595200,3830.36,2019-11-14
30458,940718,3504.54,2019-11-14
30459,372313,409.64,2019-11-14
30460,218496,996.78,2019-11-14
30461,360460,4409.37,2019-11-14
30462,609981,2295.37,2019-11-14
30463,909543,3081.27,2019-11-14
30464,775321,4919.0,2019-11-14
30465,152628,186.22,2019-11-14
30466,651404,2046.67,2019-11-14
30467,515578,2088.36,2019-11-14
30468,533848,2292.1,2019-11-14
30469,140089,4811.08,2019-11-14
30470,599907,1329.56,2019-11-14
30471,284734,3193.76,2019-11-14
30472,583632,191.29,2019-11-14
30473,616197,3532.39,2019-11-14
30474,724275,2754.95,2019-11-14
30475,417535,1950.77,2019-11-14
30476,631792,3753.59,2019-11-14
30477,676282,3724.19,2019-11-14
30478,622679,3421.53,2019-11-14
30479,453707,2043.79,2019-11-14
30480,599819,3204.65,2019-11-14
30481,732878,2488.97,2019-11-14
30482,932042,1680.07,2019-11-14
30483,343297,3438.5,2019-11-14
30484,955604,3641.26,2019-11-14
30485,103400,1138.18,2019-11-14
30486,704401,4824.43,2019-11-14
30487,502947,766.32,2019-11-14
30488,458172,1785.39,2019-11-14
30489,927383,1744.43,2019-11-14
30490,111256,1757.09,2019-11-14
30491,729130,416.53,2019-11-14
30492,233786,2220.02,2019-11-14
30493,135192,4064.93,2019-11-14
30494,144058,835.71,2019-11-14
30495,745019,68.44,2019-11-14
30496,277653,4943.61,2019-11-14
30497,686393,2316.9,2019-11-14
30498,997407,4701.9,2019-11-14
30499,430973,1598.0,2019-11-14
30500,213942,2716.02,2019-11-14
30501,166724,2297.25,2019-11-14
30502,291949,3704.35,2019-11-14
30503,163223,1571.22,2019-11-14
30504,489311,1271.78,2019-11-14
30505,144570,2166.39,2019-11-14
30506,525391,1760.25,2019-11-14
30507,980194,3914.52,2019-11-14
30508,704891,2996.66,2019-11-14
30509,777903,1490.13,2019-11-14
30510,534561,674.19,2019-11-14
30511,270375,1754.02,2019-11-14
30512,264269,3929.53,2019-11-14
30513,521611,2693.43,2019-11-14
30514,337057,733.92,2019-11-14
30515,162022,2833.97,2019-11-14
30516,387148,3115.7,2019-11-14
30517,485371,4783.34,2019-11-14
30518,993245,104.12,2019-11-14
30519,621665,1369.09,2019-11-14
30520,204192,1669.36,2019-11-14
30521,590729,1522.86,2019-11-14
30522,375086,3466.17,2019-11-14
30523,911185,3500.44,2019-11-14
30524,693051,4150.28,2019-11-14
30525,498779,4147.98,2019-11-14
30526,167172,1084.95,2019-11-14
30527,560319,2036.48,2019-11-14
30528,627691,240.7,2019-11-14
30529,236376,174.71,2019-11-14
30530,342151,3022.52,2019-11-14
30531,537195,3947.14,2019-11-14
30532,896195,4477.36,2019-11-14
30533,567131,3829.86,2019-11-14
30534,118630,1370.96,2019-11-14
30535,858359,4106.18,2019-11-14
30536,477348,721.7,2019-11-14
30537,326337,1951.56,2019-11-14
30538,263220,4087.27,2019-11-14
30539,272946,3917.57,2019-11-14
30540,720465,740.52,2019-11-14
30541,149721,3198.57,2019-11-14
30542,409268,442.22,2019-11-14
30543,309754,1582.64,2019-11-14
30544,968900,1390.67,2019-11-14
30545,424017,4161.42,2019-11-14
30546,586647,4833.53,2019-11-14
30547,973361,1456.15,2019-11-14
30548,170798,502.77,2019-11-14
30549,759497,1470.56,2019-11-14
30550,657971,2590.47,2019-11-14
30551,545858,4863.15,2019-11-14
30552,420288,364.71,2019-11-14
30553,621114,997.94,2019-11-14
30554,268186,3553.7,2019-11-14
30555,361207,2886.26,2019-11-14
30556,490504,1739.45,2019-11-14
30557,502180,1294.25,2019-11-14
30558,997771,1189.83,2019-11-14
30559,854619,3886.01,2019-11-14
30560,846033,4559.63,2019-11-14
30561,907130,1863.72,2019-11-14
30562,345118,1659.25,2019-11-14
30563,527386,1700.32,2019-11-14
30564,632992,1186.43,2019-11-14
30565,349104,1256.91,2019-11-14
30566,821477,1422.67,2019-11-14
30567,360629,254.9,2019-11-14
30568,178708,3274.82,2019-11-14
30569,132424,727.71,2019-11-14
30570,294784,951.0,2019-11-14
30571,423920,2362.73,2019-11-14
30572,126918,3466.39,2019-11-14
30573,819708,2000.89,2019-11-14
30574,360062,62.15,2019-11-14
30575,158101,2958.52,2019-11-14
30576,712362,2313.17,2019-11-14
30577,449593,3395.44,2019-11-14
30578,532192,4043.67,2019-11-14
30579,740453,4917.91,2019-11-14
30580,574295,2036.96,2019-11-14
30581,997319,2783.0,2019-11-14
30582,905383,4564.73,2019-11-14
30583,884548,1136.52,2019-11-14
30584,428206,51.56,2019-11-14
30585,853742,218.02,2019-11-14
30586,973764,4842.3,2019-11-14
30587,268060,3377.04,2019-11-14
30588,471349,521.13,2019-11-14
30589,177088,2363.45,2019-11-14
30590,661202,1696.58,2019-11-14
30591,941388,3444.6,2019-11-14
30592,163269,783.54,2019-11-14
30593,212979,1267.54,2019-11-14
30594,789772,807.5,2019-11-14
30595,913805,2745.84,2019-11-14
30596,461501,3444.37,2019-11-14
30597,900392,2464.64,2019-11-14
30598,729131,80.28,2019-11-14
30599,320224,1043.39,2019-11-14
30600,113708,325.64,2019-11-14
30601,309451,3623.26,2019-11-14
30602,927723,331.06,2019-11-14
30603,252591,4664.65,2019-11-14
30604,499076,4520.15,2019-11-14
30605,288223,2480.19,2019-11-14
30606,609324,4989.25,2019-11-14
30607,604954,2503.76,2019-11-14
30608,854459,895.51,2019-11-14
30609,616812,4621.01,2019-11-14
30610,972728,3895.55,2019-11-14
30611,221993,763.47,2019-11-14
30612,383464,3752.48,2019-11-14
30613,371676,1516.57,2019-11-14
30614,943911,1912.67,2019-11-14
30615,533430,1451.05,2019-11-14
30616,414620,3001.31,2019-11-14
30617,867083,3729.29,2019-11-14
30618,824289,4196.9,2019-11-14
30619,687950,161.96,2019-11-14
30620,655717,1252.61,2019-11-14
30621,473018,2366.71,2019-11-14
30622,336221,2761.5,2019-11-14
30623,263510,3603.9,2019-11-14
30624,849335,97.78,2019-11-14
30625,229018,2918.01,2019-11-14
30626,792978,715.68,2019-11-14
30627,594539,4588.17,2019-11-14
30628,849079,3311.87,2019-11-14
30629,552263,3445.17,2019-11-14
30630,992080,2482.04,2019-11-14
30631,711812,2512.65,2019-11-14
30632,606203,3923.39,2019-11-14
30633,133818,1527.91,2019-11-14
30634,390836,1596.95,2019-11-14
30635,831813,4071.9,2019-11-14
30636,768493,134.35,2019-11-14
30637,819315,3630.67,2019-11-14
30638,568105,2118.97,2019-11-14
30639,802739,4402.03,2019-11-14
30640,965197,2389.71,2019-11-14
30641,249804,4108.17,2019-11-14
30642,298678,228.7,2019-11-14
30643,765422,2604.19,2019-11-14
30644,389448,4856.19,2019-11-14
30645,293848,3787.11,2019-11-14
30646,666392,1461.59,2019-11-14
30647,459892,791.98,2019-11-14
30648,195734,1799.0,2019-11-14
30649,858963,470.65,2019-11-14
30650,132491,666.41,2019-11-14
30651,719060,103.53,2019-11-14
30652,340519,729.16,2019-11-14
30653,957140,1345.33,2019-11-14
30654,865185,1245.93,2019-11-14
30655,444269,3218.42,2019-11-14
30656,409972,1382.11,2019-11-14
30657,618155,365.76,2019-11-14
30658,180426,501.67,2019-11-14
30659,644270,3797.25,2019-11-14
30660,513743,4497.96,2019-11-14
30661,176375,4100.27,2019-11-14
30662,842688,409.11,2019-11-14
30663,498733,4064.57,2019-11-14
30664,394561,2166.47,2019-11-14
30665,652442,2645.86,2019-11-14
30666,934299,30.13,2019-11-14
30667,432869,1956.76,2019-11-14
30668,188220,951.23,2019-11-14
30669,391413,2373.56,2019-11-14
30670,886885,2493.13,2019-11-14
30671,112808,4379.16,2019-11-14
30672,628780,238.98,2019-11-14
30673,959760,3969.28,2019-11-14
30674,615071,2373.19,2019-11-14
30675,742585,3035.62,2019-11-14
30676,113887,4325.66,2019-11-14
30677,959500,1119.0,2019-11-14
30678,771244,4121.97,2019-11-14
30679,312412,4449.06,2019-11-14
30680,459031,1192.87,2019-11-14
30681,499341,819.63,2019-11-14
30682,755605,3638.78,2019-11-14
30683,731466,4433.58,2019-11-14
30684,991775,161.46,2019-11-14
30685,245883,3662.6,2019-11-14
30686,770824,4576.62,2019-11-14
30687,501601,3181.96,2019-11-14
30688,739363,3154.79,2019-11-14
30689,150882,4150.5,2019-11-14
30690,157520,214.22,2019-11-14
30691,238336,1055.59,2019-11-14
30692,110361,4560.52,2019-11-14
30693,491719,2419.49,2019-11-14
30694,320539,1070.83,2019-11-14
30695,133427,867.57,2019-11-14
30696,532698,1908.98,2019-11-14
30697,811701,1706.65,2019-11-14
30698,906538,1070.03,2019-11-14
30699,398562,2284.23,2019-11-14
30700,500677,4740.65,2019-11-14
30701,354130,3658.51,2019-11-14
30702,717195,3405.44,2019-11-14
30703,686021,755.14,2019-11-14
30704,393689,3660.42,2019-11-14
30705,314714,4318.19,2019-11-14
30706,415705,1690.44,2019-11-14
30707,969731,3909.68,2019-11-14
30708,670075,3375.97,2019-11-14
30709,361471,4377.69,2019-11-14
30710,699810,3055.01,2019-11-14
30711,390223,593.8,2019-11-14
30712,792978,1317.9,2019-11-14
30713,258876,4942.86,2019-11-14
30714,998360,3822.22,2019-11-14
30715,479144,2816.22,2019-11-14
30716,719849,1814.22,2019-11-14
30717,104210,3595.72,2019-11-14
30718,470923,4357.44,2019-11-14
30719,359679,1462.42,2019-11-14
30720,941926,750.83,2019-11-14
30721,590945,644.07,2019-11-14
30722,257346,236.11,2019-11-14
30723,641120,4096.34,2019-11-14
30724,281655,3231.89,2019-11-14
30725,951549,1653.01,2019-11-14
30726,733056,1435.67,2019-11-14
30727,579158,3616.33,2019-11-14
30728,542628,3311.56,2019-11-14
30729,838162,2712.85,2019-11-14
30730,792226,3978.03,2019-11-14
30731,987131,2282.11,2019-11-14
30732,949356,214.46,2019-11-14
30733,432048,1994.98,2019-11-14
30734,587567,392.46,2019-11-14
30735,255951,1176.12,2019-11-14
30736,570476,853.85,2019-11-14
30737,540741,4587.44,2019-11-14
30738,298725,3772.75,2019-11-14
30739,129488,4842.04,2019-11-14
30740,942030,1104.9,2019-11-14
30741,411257,3995.87,2019-11-14
30742,481782,4534.59,2019-11-14
30743,568331,2518.46,2019-11-14
30744,755329,1742.4,2019-11-14
30745,756604,3574.68,2019-11-14
30746,985047,2285.96,2019-11-14
30747,803658,2704.93,2019-11-14
30748,608073,3621.36,2019-11-14
30749,827532,1036.46,2019-11-14
30750,320921,2254.75,2019-11-14
30751,648762,3296.52,2019-11-14
30752,985913,2213.74,2019-11-14
30753,864864,2951.22,2019-11-14
30754,680044,1764.27,2019-11-14
30755,578696,3616.29,2019-11-14
30756,265751,751.84,2019-11-14
30757,265985,3233.07,2019-11-14
30758,382006,3097.86,2019-11-14
30759,594043,813.7,2019-11-14
30760,987204,4624.8,2019-11-14
30761,286491,2895.63,2019-11-14
30762,135133,3325.57,2019-11-14
30763,222590,1366.02,2019-11-14
30764,294882,3398.74,2019-11-14
30765,750614,2640.6,2019-11-14
30766,578076,2704.72,2019-11-14
30767,936138,2409.65,2019-11-14
30768,471294,3021.57,2019-11-14
30769,352407,1407.19,2019-11-14
30770,579747,3032.46,2019-11-14
30771,848751,4978.46,2019-11-14
30772,228117,2582.86,2019-11-14
30773,968354,4535.36,2019-11-14
30774,161428,4432.0,2019-11-14
30775,269065,4399.9,2019-11-14
30776,580817,1429.92,2019-11-14
30777,874915,944.43,2019-11-14
30778,651757,1919.61,2019-11-14
30779,222797,1701.65,2019-11-14
30780,479778,767.76,2019-11-14
30781,130664,502.82,2019-11-14
30782,744601,1118.35,2019-11-14
30783,242192,930.82,2019-11-14
