MasterID,ChildID,ChildName
708,90516,Attack
980,90517,Of
499,90518,Hair
431,90519,Car
845,90520,Market
869,90521,Research
388,90522,Event
807,90523,Adult
193,90524,Again
985,90525,Up
576,90526,Through
122,90527,Growth
794,90528,Another
374,90529,College
849,90530,Somebody
505,90531,Positive
437,90532,Live
916,90533,Range
835,90534,Old
980,90535,Option
286,90536,Movement
561,90537,Test
426,90538,This
339,90539,Space
843,90540,Sort
92,90541,Century
144,90542,Develop
399,90543,Little
293,90544,Lot
985,90545,Think
532,90546,Travel
237,90547,Daughter
523,90548,Specific
604,90549,Field
757,90550,Gun
382,90551,Describe
270,90552,Fear
914,90553,Order
901,90554,Treatment
929,90555,Some
531,90556,Thousand
325,90557,Example
411,90558,With
986,90559,Can
416,90560,Claim
588,90561,Hair
655,90562,Floor
216,90563,Hear
672,90564,Key
376,90565,Even
189,90566,Concern
177,90567,Form
26,90568,Their
517,90569,Professional
278,90570,Because
336,90571,Tree
579,90572,Long
869,90573,Nature
364,90574,Some
908,90575,Society
489,90576,Action
320,90577,Stock
307,90578,Thing
696,90579,General
528,90580,Push
275,90581,Way
534,90582,Parent
489,90583,Next
222,90584,Owner
474,90585,Apply
136,90586,Wait
319,90587,National
240,90588,Yard
34,90589,Marriage
47,90590,However
19,90591,Call
290,90592,Find
799,90593,Center
328,90594,Section
800,90595,Husband
619,90596,Quickly
831,90597,Season
6,90598,Fly
855,90599,Wife
423,90600,Message
370,90601,Wall
934,90602,Per
130,90603,Fast
993,90604,Heavy
565,90605,Painting
764,90606,Decision
883,90607,Care
663,90608,Movement
775,90609,Near
816,90610,Participant
186,90611,Conference
685,90612,Someone
827,90613,Require
897,90614,Face
292,90615,On
592,90616,Ever
244,90617,Dog
839,90618,Teacher
632,90619,Page
205,90620,Foreign
978,90621,You
527,90622,Past
118,90623,Area
849,90624,Chair
95,90625,Whole
655,90626,Spring
363,90627,Example
501,90628,Movie
401,90629,Perform
108,90630,Want
452,90631,Vote
712,90632,Budget
576,90633,Research
468,90634,Live
346,90635,Sometimes
539,90636,Safe
384,90637,Eat
375,90638,Right
636,90639,Couple
290,90640,Character
292,90641,Machine
170,90642,Design
22,90643,Similar
766,90644,Front
360,90645,Party
822,90646,Others
410,90647,College
185,90648,Entire
506,90649,Foreign
612,90650,Onto
43,90651,While
211,90652,Teacher
450,90653,Trade
388,90654,Son
457,90655,Trouble
312,90656,Wonder
529,90657,Himself
993,90658,Listen
789,90659,Almost
155,90660,Republican
754,90661,Management
7,90662,Son
704,90663,Lose
977,90664,Wall
415,90665,Through
419,90666,Beautiful
188,90667,Become
796,90668,Business
270,90669,Lawyer
869,90670,Single
961,90671,Successful
31,90672,Tough
303,90673,Issue
50,90674,Care
287,90675,Class
842,90676,Security
168,90677,Near
285,90678,Through
543,90679,Relate
112,90680,Next
455,90681,Nation
550,90682,Time
573,90683,Certainly
613,90684,Their
668,90685,Provide
986,90686,Development
57,90687,Bag
448,90688,Decide
631,90689,After
19,90690,Here
31,90691,Go
177,90692,Capital
536,90693,Seat
990,90694,The
663,90695,Can
653,90696,Sometimes
11,90697,More
239,90698,Music
248,90699,Tell
686,90700,Gun
462,90701,Arrive
260,90702,Them
220,90703,Billion
501,90704,Notice
640,90705,Can
635,90706,Ago
698,90707,Factor
577,90708,Perhaps
729,90709,Wide
4,90710,Note
403,90711,Home
403,90712,Range
151,90713,Seem
437,90714,Edge
185,90715,Least
687,90716,Single
88,90717,Quickly
90,90718,Figure
342,90719,School
939,90720,Statement
975,90721,Thing
657,90722,Still
177,90723,Want
237,90724,Shake
313,90725,Report
177,90726,Direction
544,90727,Ground
32,90728,Task
43,90729,Camera
628,90730,Conference
399,90731,Never
648,90732,Open
868,90733,Particularly
945,90734,His
696,90735,Him
80,90736,Bill
883,90737,Meet
846,90738,Energy
666,90739,Sound
150,90740,Radio
18,90741,Arm
902,90742,Exist
599,90743,Truth
716,90744,Discuss
533,90745,They
322,90746,Likely
260,90747,Close
307,90748,Arm
153,90749,Space
998,90750,Us
263,90751,Force
571,90752,Try
463,90753,Wall
680,90754,Whatever
739,90755,White
876,90756,Though
803,90757,Suddenly
385,90758,Tax
379,90759,Suffer
739,90760,Get
570,90761,Radio
583,90762,Year
748,90763,Sea
227,90764,Reason
373,90765,Chance
697,90766,Who
301,90767,Church
6,90768,Relationship
963,90769,Program
419,90770,Eight
682,90771,Majority
540,90772,Near
55,90773,Week
522,90774,To
754,90775,Education
852,90776,Recognize
273,90777,Never
56,90778,Support
414,90779,Task
140,90780,Son
894,90781,Student
540,90782,Those
159,90783,Medical
594,90784,To
15,90785,True
389,90786,True
440,90787,Attorney
552,90788,Cold
724,90789,Of
652,90790,Stage
530,90791,Girl
866,90792,Officer
165,90793,Skin
740,90794,Probably
879,90795,Thought
968,90796,Discussion
64,90797,Manager
221,90798,Player
439,90799,Later
806,90800,Attack
229,90801,Own
726,90802,Sense
994,90803,Ready
5,90804,Bad
503,90805,On
749,90806,Daughter
536,90807,Drive
527,90808,Mrs
554,90809,Evidence
893,90810,Take
342,90811,Kid
147,90812,While
753,90813,Dream
403,90814,Wall
100,90815,Push
791,90816,Congress
696,90817,Rise
109,90818,Play
462,90819,Reality
144,90820,Per
64,90821,Professor
618,90822,Most
170,90823,Worker
186,90824,Popular
860,90825,He
312,90826,Respond
779,90827,Seek
141,90828,Fire
2,90829,Record
264,90830,Walk
452,90831,Election
871,90832,Institution
73,90833,Woman
566,90834,Little
135,90835,Teach
285,90836,Inside
477,90837,Fight
738,90838,Image
329,90839,Civil
388,90840,Near
69,90841,Kid
64,90842,Owner
649,90843,College
163,90844,Approach
751,90845,Small
482,90846,Stay
550,90847,Section
162,90848,Need
37,90849,Can
119,90850,By
415,90851,Hair
409,90852,Form
264,90853,Baby
809,90854,Visit
293,90855,Long
957,90856,Enter
377,90857,Subject
588,90858,Congress
205,90859,Conference
77,90860,Better
323,90861,Offer
683,90862,Catch
496,90863,Pretty
140,90864,Or
505,90865,Oil
483,90866,Shake
829,90867,Assume
302,90868,Authority
819,90869,Pretty
868,90870,Attention
951,90871,Free
508,90872,Former
177,90873,News
284,90874,Environment
178,90875,Let
229,90876,All
884,90877,Forward
395,90878,Police
266,90879,Skill
814,90880,Force
967,90881,World
811,90882,Century
917,90883,Knowledge
391,90884,Republican
469,90885,None
546,90886,Air
958,90887,Loss
911,90888,Beat
742,90889,Ability
81,90890,Home
785,90891,Mission
893,90892,Month
599,90893,After
236,90894,Natural
927,90895,Store
427,90896,Treatment
798,90897,Idea
52,90898,Responsibility
365,90899,Season
409,90900,Everything
265,90901,Where
463,90902,Machine
814,90903,Teach
400,90904,Past
77,90905,Thousand
298,90906,Budget
150,90907,Administration
725,90908,Manager
750,90909,Rest
26,90910,Authority
115,90911,General
700,90912,Travel
377,90913,Performance
286,90914,Follow
551,90915,Keep
77,90916,Serious
374,90917,Down
364,90918,Very
248,90919,Provide
600,90920,Here
535,90921,Stuff
335,90922,Firm
901,90923,Few
700,90924,Former
190,90925,Hear
844,90926,Buy
574,90927,Arm
74,90928,Get
411,90929,Job
269,90930,Reveal
288,90931,Office
729,90932,Material
985,90933,Vote
107,90934,Last
431,90935,At
394,90936,Back
501,90937,Offer
497,90938,Address
788,90939,East
421,90940,Hot
774,90941,Build
843,90942,Manage
976,90943,Effort
995,90944,Individual
763,90945,Film
251,90946,Eight
718,90947,Age
129,90948,Professional
347,90949,Else
571,90950,Through
444,90951,Cut
861,90952,Author
822,90953,Address
329,90954,Certainly
872,90955,Real
551,90956,Race
836,90957,Effort
956,90958,Standard
850,90959,Fast
228,90960,Ability
668,90961,Feeling
488,90962,Anything
493,90963,Thus
537,90964,Several
838,90965,West
770,90966,Various
858,90967,Often
810,90968,Billion
50,90969,Town
559,90970,All
590,90971,Could
860,90972,Collection
16,90973,Unit
782,90974,Picture
356,90975,Might
925,90976,Gun
185,90977,Work
478,90978,Look
997,90979,Not
286,90980,Model
85,90981,Fire
367,90982,Center
364,90983,Trouble
801,90984,Consider
16,90985,Large
351,90986,Ok
850,90987,Family
677,90988,Minute
94,90989,Room
681,90990,Play
759,90991,Participant
119,90992,Toward
897,90993,Suggest
594,90994,Any
284,90995,Else
904,90996,Every
511,90997,Owner
873,90998,History
599,90999,Perform
36,91000,Choose
488,91001,Theory
571,91002,Oil
925,91003,Alone
603,91004,Tell
687,91005,Computer
873,91006,Real
903,91007,Security
647,91008,Site
756,91009,Last
679,91010,Decide
228,91011,Possible
651,91012,Boy
645,91013,Pm
17,91014,Another
487,91015,Population
904,91016,Everybody
185,91017,New
704,91018,Citizen
7,91019,Protect
633,91020,Could
66,91021,Indicate
542,91022,Trial
355,91023,Why
866,91024,Team
515,91025,Record
153,91026,Matter
475,91027,Reveal
33,91028,Kind
614,91029,Else
793,91030,Model
987,91031,Remember
841,91032,Eight
192,91033,Bad
807,91034,Executive
75,91035,Democrat
735,91036,Western
268,91037,Couple
438,91038,Type
28,91039,Son
973,91040,Teacher
344,91041,Guy
441,91042,I
445,91043,Nation
102,91044,Moment
659,91045,West
837,91046,Know
957,91047,Network
397,91048,Cause
115,91049,Lose
992,91050,Middle
639,91051,Everyone
914,91052,Democratic
851,91053,Choose
350,91054,Drop
709,91055,Although
633,91056,Reach
220,91057,Picture
815,91058,Defense
719,91059,Decide
284,91060,Head
194,91061,Wear
635,91062,Officer
240,91063,Debate
812,91064,Finally
16,91065,Tend
10,91066,Whose
127,91067,No
902,91068,Measure
732,91069,Page
738,91070,Yourself
11,91071,Line
534,91072,Key
966,91073,Trouble
863,91074,Account
780,91075,Interest
86,91076,Who
614,91077,Current
13,91078,Return
153,91079,Prove
490,91080,Practice
316,91081,When
633,91082,Attack
26,91083,Important
846,91084,Media
225,91085,Customer
34,91086,Smile
792,91087,Finish
773,91088,Choose
357,91089,Yeah
889,91090,Himself
506,91091,Market
271,91092,Newspaper
570,91093,Memory
96,91094,Mother
67,91095,Box
433,91096,Pick
727,91097,Officer
260,91098,Look
273,91099,Truth
600,91100,Generation
249,91101,Bit
300,91102,Time
385,91103,Sister
804,91104,Doctor
199,91105,Detail
975,91106,Issue
660,91107,Different
702,91108,Computer
561,91109,Store
64,91110,Apply
353,91111,Join
423,91112,Every
751,91113,Population
306,91114,To
911,91115,Man
398,91116,Fly
603,91117,How
156,91118,Result
620,91119,Drop
837,91120,Away
949,91121,In
992,91122,Including
695,91123,Else
447,91124,Or
750,91125,Final
591,91126,Wife
508,91127,Improve
460,91128,Painting
246,91129,I
431,91130,Law
886,91131,Some
97,91132,Skill
950,91133,Require
580,91134,Far
100,91135,Voice
742,91136,Rich
779,91137,Like
966,91138,Rich
670,91139,Important
442,91140,Quickly
560,91141,To
272,91142,Final
537,91143,Report
597,91144,Take
207,91145,Agent
746,91146,Size
214,91147,Lawyer
137,91148,Beautiful
203,91149,Just
262,91150,Pretty
859,91151,Notice
738,91152,Budget
630,91153,Magazine
289,91154,Near
733,91155,Important
88,91156,Mother
313,91157,General
306,91158,Image
689,91159,Reach
989,91160,Animal
865,91161,Two
445,91162,Total
179,91163,Keep
136,91164,Author
566,91165,Let
727,91166,Deal
459,91167,See
666,91168,System
812,91169,Painting
732,91170,Call
706,91171,Minute
785,91172,Yourself
953,91173,This
254,91174,Worker
723,91175,Issue
389,91176,Ready
980,91177,Thought
396,91178,Want
603,91179,Cause
70,91180,Thus
196,91181,Account
83,91182,Indeed
473,91183,Present
571,91184,List
410,91185,Suffer
360,91186,Seek
976,91187,Development
219,91188,Military
502,91189,Friend
153,91190,Home
517,91191,Truth
871,91192,Quite
72,91193,Person
884,91194,Coach
293,91195,Drop
686,91196,Many
442,91197,Inside
502,91198,Unit
678,91199,Scene
654,91200,Provide
676,91201,Up
283,91202,Despite
515,91203,Everybody
684,91204,Goal
913,91205,Take
63,91206,Car
569,91207,Mission
23,91208,Computer
781,91209,Or
765,91210,While
610,91211,Image
672,91212,Who
115,91213,Whether
498,91214,Special
741,91215,Break
889,91216,We
676,91217,Onto
991,91218,Again
958,91219,Agency
315,91220,Remain
392,91221,Reason
144,91222,Free
352,91223,From
335,91224,Show
890,91225,Tend
44,91226,Air
781,91227,Data
668,91228,Grow
368,91229,Difficult
718,91230,Mrs
253,91231,Audience
62,91232,Provide
13,91233,Wonder
413,91234,At
853,91235,Account
134,91236,Civil
852,91237,Sit
321,91238,Even
428,91239,Today
800,91240,Beat
767,91241,Break
459,91242,Likely
188,91243,Think
153,91244,Western
218,91245,Thousand
224,91246,Pattern
506,91247,Line
935,91248,Type
475,91249,See
711,91250,Defense
35,91251,Carry
82,91252,Class
208,91253,Church
92,91254,Get
29,91255,Themselves
3,91256,White
988,91257,Talk
743,91258,Loss
468,91259,Tree
607,91260,Respond
535,91261,Girl
897,91262,Myself
499,91263,Continue
506,91264,Goal
919,91265,Establish
781,91266,Enjoy
817,91267,Enter
764,91268,During
606,91269,Lawyer
767,91270,How
708,91271,Firm
570,91272,Quality
313,91273,Once
624,91274,Risk
355,91275,Little
258,91276,Line
952,91277,Report
669,91278,Ever
475,91279,Hand
542,91280,Travel
796,91281,Loss
820,91282,Guess
487,91283,Challenge
269,91284,Party
978,91285,She
243,91286,Standard
839,91287,Future
952,91288,Wonder
142,91289,Page
768,91290,Single
930,91291,Need
400,91292,Rule
572,91293,Possible
777,91294,Skill
634,91295,Husband
331,91296,Minute
685,91297,Evidence
116,91298,Detail
572,91299,Produce
32,91300,Before
245,91301,No
246,91302,Already
383,91303,Make
397,91304,Mention
875,91305,Wonder
391,91306,Must
729,91307,Go
131,91308,Throw
954,91309,Exactly
749,91310,Free
119,91311,Station
959,91312,Research
19,91313,To
699,91314,Nearly
576,91315,Week
682,91316,Commercial
47,91317,Lawyer
327,91318,Enough
134,91319,Well
72,91320,Participant
762,91321,So
334,91322,Determine
716,91323,I
806,91324,Box
286,91325,Husband
283,91326,Very
279,91327,Until
697,91328,No
855,91329,Position
861,91330,More
60,91331,Whether
800,91332,Perhaps
508,91333,World
785,91334,Most
496,91335,Kid
389,91336,Control
235,91337,College
56,91338,Door
617,91339,Push
110,91340,Mind
729,91341,Capital
259,91342,Line
597,91343,Industry
565,91344,Lay
206,91345,Floor
410,91346,Far
927,91347,Student
607,91348,Want
101,91349,Leader
81,91350,Especially
596,91351,Later
578,91352,Away
169,91353,Realize
215,91354,Cut
905,91355,Perhaps
619,91356,Sure
139,91357,Beautiful
863,91358,Break
432,91359,Movie
83,91360,Successful
123,91361,Two
902,91362,Situation
835,91363,Which
987,91364,Big
822,91365,Style
223,91366,While
264,91367,Personal
608,91368,Resource
376,91369,Owner
460,91370,For
27,91371,Store
1000,91372,Hear
339,91373,Us
351,91374,You
380,91375,Left
285,91376,Court
141,91377,Mother
628,91378,Budget
650,91379,Test
772,91380,Relate
592,91381,Energy
668,91382,Likely
257,91383,Glass
986,91384,Training
346,91385,Million
698,91386,In
515,91387,Citizen
383,91388,None
869,91389,Life
94,91390,Wrong
281,91391,Safe
603,91392,Technology
870,91393,Plan
373,91394,Form
551,91395,Ability
185,91396,Personal
413,91397,Interesting
326,91398,Draw
87,91399,Meeting
615,91400,Hear
708,91401,Notice
669,91402,Rather
298,91403,Already
829,91404,News
803,91405,Kind
540,91406,Case
245,91407,Only
860,91408,Spring
480,91409,Third
86,91410,Fly
5,91411,Drive
211,91412,Toward
341,91413,Have
804,91414,Marriage
475,91415,Data
446,91416,Shoulder
560,91417,What
624,91418,Them
237,91419,Carry
667,91420,Live
48,91421,Husband
394,91422,Effort
69,91423,Crime
353,91424,Into
372,91425,Chair
157,91426,West
714,91427,Interest
895,91428,Third
976,91429,Space
455,91430,Daughter
969,91431,Understand
191,91432,Push
738,91433,President
187,91434,Might
484,91435,Thank
978,91436,Republican
543,91437,Story
208,91438,Five
347,91439,Well
995,91440,End
244,91441,Available
42,91442,Call
298,91443,Politics
123,91444,Section
644,91445,Her
391,91446,Dream
338,91447,Head
818,91448,Young
941,91449,Detail
732,91450,Authority
254,91451,Learn
388,91452,Myself
235,91453,Worry
761,91454,Break
37,91455,Same
116,91456,Subject
677,91457,Job
980,91458,Alone
800,91459,Plant
249,91460,Stand
726,91461,Represent
155,91462,Ago
449,91463,According
187,91464,Cold
916,91465,Both
934,91466,Each
42,91467,That
127,91468,Thing
115,91469,Blood
254,91470,Expert
604,91471,Almost
166,91472,Me
803,91473,Language
768,91474,Point
428,91475,Before
102,91476,Interest
192,91477,Cause
48,91478,Thank
660,91479,Check
113,91480,Power
922,91481,Identify
953,91482,Thing
878,91483,City
54,91484,Century
259,91485,Than
92,91486,Mr
167,91487,Around
33,91488,Past
26,91489,Stock
466,91490,I
108,91491,Real
341,91492,Method
480,91493,Activity
689,91494,Mission
631,91495,Game
998,91496,I
667,91497,Market
477,91498,Gun
171,91499,Very
938,91500,Something
642,91501,Social
933,91502,Note
181,91503,Again
618,91504,Our
595,91505,Tend
653,91506,Similar
253,91507,Analysis
428,91508,Bad
135,91509,Send
276,91510,Value
528,91511,Beyond
657,91512,Cause
482,91513,Tax
133,91514,Republican
709,91515,Ten
513,91516,Point
592,91517,Respond
485,91518,Color
727,91519,She
18,91520,Factor
47,91521,Sing
617,91522,Call
588,91523,Center
562,91524,Hair
65,91525,Low
916,91526,Join
792,91527,Amount
223,91528,Red
307,91529,Center
638,91530,Modern
231,91531,As
151,91532,Executive
220,91533,Of
818,91534,Exactly
576,91535,Rate
534,91536,Middle
214,91537,Skill
120,91538,Piece
32,91539,Price
240,91540,Popular
475,91541,Hotel
831,91542,Perform
358,91543,Western
304,91544,Play
907,91545,Miss
694,91546,Professional
752,91547,Week
322,91548,Father
679,91549,Real
169,91550,Big
529,91551,Strategy
516,91552,Positive
561,91553,Reduce
129,91554,Out
831,91555,Director
657,91556,Recently
741,91557,Political
905,91558,Travel
936,91559,City
561,91560,Charge
527,91561,Wall
109,91562,Card
358,91563,Them
116,91564,Civil
754,91565,Reality
601,91566,Save
294,91567,Edge
441,91568,Or
572,91569,From
461,91570,Various
429,91571,Only
53,91572,Today
349,91573,Specific
827,91574,Many
376,91575,Mean
27,91576,Keep
287,91577,Stay
925,91578,Owner
863,91579,Culture
418,91580,City
410,91581,Herself
858,91582,Team
240,91583,Attack
291,91584,Over
909,91585,Mother
247,91586,List
139,91587,Mouth
342,91588,Garden
144,91589,Officer
884,91590,Control
346,91591,Mouth
436,91592,Way
153,91593,Memory
22,91594,Entire
894,91595,Apply
669,91596,Anything
281,91597,Participant
647,91598,Before
342,91599,Understand
562,91600,Use
37,91601,Imagine
132,91602,Wife
301,91603,Pick
633,91604,Enter
701,91605,Onto
806,91606,Whose
189,91607,Picture
399,91608,Catch
65,91609,Television
297,91610,Whose
115,91611,Notice
910,91612,Hair
283,91613,Evening
342,91614,Yourself
297,91615,Rate
10,91616,Respond
766,91617,Everything
659,91618,Responsibility
573,91619,Walk
174,91620,Price
221,91621,Go
722,91622,Court
289,91623,Growth
686,91624,Particularly
693,91625,Last
