MasterID,ChildID,ChildName
326,90561,Front
131,90562,Door
233,90563,New
475,90564,Necessary
787,90565,Fill
117,90566,Avoid
936,90567,Until
61,90568,Office
264,90569,Sea
244,90570,Moment
817,90571,Though
91,90572,However
726,90573,Involve
181,90574,Including
421,90575,Budget
335,90576,Control
971,90577,Wall
471,90578,Around
816,90579,With
816,90580,Form
847,90581,Care
718,90582,Finally
294,90583,Change
50,90584,Amount
595,90585,Approach
95,90586,Low
215,90587,His
955,90588,Art
583,90589,Rich
753,90590,Respond
547,90591,Pattern
15,90592,Main
224,90593,Start
3,90594,Song
667,90595,College
800,90596,Agree
925,90597,Off
764,90598,Behavior
494,90599,Yard
726,90600,Food
274,90601,Medical
441,90602,Somebody
774,90603,Phone
431,90604,Pressure
702,90605,Wind
154,90606,Apply
150,90607,Stop
83,90608,Development
496,90609,Realize
492,90610,Prepare
194,90611,Determine
492,90612,Sister
849,90613,Nearly
58,90614,Age
603,90615,Remember
660,90616,Exactly
259,90617,Lot
990,90618,Sea
29,90619,Instead
619,90620,Popular
614,90621,Newspaper
135,90622,Work
350,90623,Loss
231,90624,Item
306,90625,Authority
358,90626,President
89,90627,Form
357,90628,Behavior
885,90629,Site
223,90630,Feel
960,90631,Pressure
547,90632,Discussion
220,90633,Decide
558,90634,See
731,90635,Future
522,90636,Instead
132,90637,Voice
52,90638,Realize
359,90639,Fast
637,90640,Discover
79,90641,Walk
784,90642,Design
947,90643,Effort
157,90644,Ability
178,90645,Design
64,90646,Us
553,90647,Blood
487,90648,Bed
532,90649,Talk
67,90650,Down
725,90651,Campaign
830,90652,Within
869,90653,Military
636,90654,Seek
824,90655,Note
271,90656,Phone
742,90657,Respond
983,90658,Share
430,90659,List
18,90660,Audience
999,90661,After
607,90662,Instead
106,90663,Contain
799,90664,Two
859,90665,Piece
718,90666,School
214,90667,Herself
211,90668,Civil
708,90669,Yourself
497,90670,Film
217,90671,Foot
397,90672,West
381,90673,Bank
397,90674,Education
71,90675,Friend
150,90676,Box
852,90677,Low
152,90678,Easy
501,90679,Song
536,90680,Pretty
291,90681,Seem
159,90682,Drug
537,90683,Should
30,90684,Home
898,90685,Represent
559,90686,Training
859,90687,Leader
287,90688,Power
252,90689,Newspaper
765,90690,Bring
259,90691,Evidence
916,90692,Old
334,90693,Mind
161,90694,Ability
809,90695,Help
658,90696,Should
162,90697,Prepare
918,90698,National
153,90699,Stock
659,90700,Voice
445,90701,Black
908,90702,Game
1,90703,Deal
161,90704,Animal
661,90705,Southern
353,90706,Tonight
199,90707,Lead
197,90708,Rather
428,90709,Easy
626,90710,Ago
437,90711,Body
122,90712,Including
840,90713,Area
408,90714,Detail
965,90715,West
585,90716,Guy
168,90717,Anyone
443,90718,Person
473,90719,One
927,90720,Newspaper
219,90721,Network
9,90722,Require
216,90723,Political
327,90724,Soon
178,90725,Network
830,90726,Provide
454,90727,Job
584,90728,Involve
311,90729,Image
369,90730,Agent
474,90731,Air
161,90732,Off
127,90733,Pay
2,90734,Safe
298,90735,Him
595,90736,Against
29,90737,Stay
278,90738,Three
395,90739,Region
659,90740,Offer
50,90741,Executive
787,90742,Despite
117,90743,Manager
353,90744,Hair
720,90745,Consider
344,90746,Field
907,90747,Truth
322,90748,Public
378,90749,Hold
554,90750,Industry
462,90751,Student
34,90752,Particularly
186,90753,Top
700,90754,Lose
31,90755,Democratic
442,90756,Whose
271,90757,Truth
922,90758,Meeting
701,90759,Nor
743,90760,Indeed
78,90761,Many
15,90762,Early
604,90763,Kitchen
67,90764,Country
878,90765,Organization
400,90766,Protect
90,90767,Recently
815,90768,Mrs
622,90769,Car
28,90770,Yes
233,90771,Rise
396,90772,Cover
362,90773,Color
841,90774,Hit
72,90775,Month
434,90776,Physical
516,90777,Remember
58,90778,Look
693,90779,Floor
161,90780,It
499,90781,Water
230,90782,Against
522,90783,Increase
664,90784,International
95,90785,Kid
466,90786,Expect
352,90787,Although
344,90788,Add
396,90789,Stage
605,90790,Thank
346,90791,Drop
828,90792,Money
494,90793,Forget
787,90794,Check
777,90795,Evidence
820,90796,Her
560,90797,Wish
325,90798,Try
878,90799,Necessary
280,90800,Consider
462,90801,Pick
902,90802,Strong
19,90803,Sing
301,90804,Anything
583,90805,Remain
148,90806,Actually
132,90807,Worry
378,90808,Beat
488,90809,Represent
957,90810,Phone
77,90811,Worry
220,90812,Still
595,90813,Represent
170,90814,Service
902,90815,Upon
309,90816,By
205,90817,Door
827,90818,Network
779,90819,American
991,90820,Movement
319,90821,Respond
790,90822,Up
640,90823,Provide
590,90824,Old
217,90825,Public
48,90826,Street
230,90827,Loss
562,90828,Several
44,90829,International
304,90830,Leg
822,90831,Do
242,90832,Across
591,90833,Stop
798,90834,Production
211,90835,Operation
807,90836,Party
102,90837,Less
810,90838,Relationship
976,90839,Husband
801,90840,Figure
287,90841,Author
462,90842,School
746,90843,Law
679,90844,Whom
514,90845,Kind
730,90846,Event
765,90847,Individual
397,90848,Them
986,90849,Foot
723,90850,Citizen
569,90851,Service
525,90852,Why
597,90853,Effect
628,90854,Manager
764,90855,Southern
785,90856,Job
889,90857,Listen
47,90858,Across
737,90859,State
981,90860,Interview
848,90861,Carry
849,90862,Chair
68,90863,Small
209,90864,Perform
294,90865,Clear
294,90866,Within
17,90867,Represent
683,90868,Five
371,90869,Book
792,90870,Support
27,90871,National
487,90872,Simply
495,90873,Organization
973,90874,Brother
951,90875,Month
57,90876,Report
891,90877,Them
330,90878,Out
203,90879,Decide
37,90880,Adult
62,90881,Range
582,90882,They
835,90883,Check
524,90884,Away
487,90885,Bar
361,90886,Process
720,90887,Big
330,90888,Four
984,90889,Eat
159,90890,Fly
317,90891,Design
348,90892,Order
959,90893,Relationship
984,90894,Small
150,90895,Guy
613,90896,Project
425,90897,Nearly
16,90898,Before
899,90899,Around
769,90900,Small
33,90901,Find
616,90902,Close
620,90903,Yes
807,90904,Against
441,90905,Game
530,90906,Cut
603,90907,Stop
56,90908,General
909,90909,Share
868,90910,Sell
819,90911,Budget
755,90912,Benefit
297,90913,Forward
285,90914,Base
971,90915,Different
643,90916,Control
978,90917,Power
602,90918,House
557,90919,South
969,90920,Mother
120,90921,Ahead
547,90922,Investment
49,90923,Choice
865,90924,Statement
16,90925,The
934,90926,Really
797,90927,Leg
693,90928,Thousand
246,90929,Go
330,90930,Discussion
215,90931,Writer
850,90932,Happy
697,90933,Home
825,90934,Price
302,90935,Particularly
618,90936,Point
822,90937,Year
587,90938,Computer
951,90939,Past
400,90940,High
346,90941,Do
175,90942,Interest
125,90943,Today
117,90944,Simple
42,90945,Product
59,90946,Alone
406,90947,Series
7,90948,Decide
186,90949,Simple
306,90950,National
203,90951,Enjoy
172,90952,Number
887,90953,News
609,90954,Foreign
424,90955,Every
879,90956,Forget
376,90957,Idea
787,90958,Like
982,90959,Event
128,90960,It
628,90961,Fall
983,90962,Down
413,90963,Full
640,90964,Most
511,90965,Modern
553,90966,Receive
846,90967,Garden
681,90968,Of
187,90969,Area
387,90970,Already
918,90971,Suddenly
75,90972,Central
921,90973,She
25,90974,Decide
894,90975,Expert
513,90976,Career
90,90977,Century
582,90978,Anything
903,90979,Room
290,90980,House
710,90981,Significant
328,90982,Song
148,90983,Goal
627,90984,Job
118,90985,Score
619,90986,Tough
904,90987,Quickly
441,90988,Help
578,90989,Least
901,90990,Adult
991,90991,Stand
311,90992,Bring
821,90993,Stage
36,90994,Foot
374,90995,Somebody
79,90996,Budget
94,90997,President
852,90998,Important
214,90999,Sell
651,91000,Read
815,91001,Institution
778,91002,So
287,91003,Laugh
922,91004,View
150,91005,House
717,91006,Present
972,91007,Run
328,91008,Serve
574,91009,Determine
665,91010,News
363,91011,Central
834,91012,Also
588,91013,By
67,91014,Method
677,91015,Dark
289,91016,Avoid
164,91017,Difficult
955,91018,Energy
707,91019,Visit
524,91020,Until
335,91021,Important
212,91022,Raise
137,91023,Quite
891,91024,Local
565,91025,Must
655,91026,But
759,91027,Chance
269,91028,Last
548,91029,Really
796,91030,Sister
352,91031,Fast
300,91032,Population
91,91033,How
151,91034,Share
605,91035,So
448,91036,Political
702,91037,Fund
612,91038,Yes
226,91039,First
825,91040,Become
609,91041,Available
464,91042,Difficult
933,91043,Feel
341,91044,Car
986,91045,Feel
656,91046,Understand
185,91047,Hundred
875,91048,Huge
541,91049,Color
962,91050,Music
289,91051,Happy
727,91052,Size
674,91053,Company
12,91054,Forward
326,91055,Across
529,91056,Alone
146,91057,Analysis
196,91058,Rock
592,91059,Body
594,91060,What
817,91061,Control
165,91062,Lead
364,91063,Suggest
864,91064,Role
333,91065,Nation
253,91066,Share
918,91067,Age
475,91068,Measure
603,91069,See
742,91070,How
459,91071,Candidate
463,91072,Her
535,91073,Even
483,91074,Above
575,91075,Magazine
867,91076,Seat
531,91077,Meet
619,91078,From
28,91079,Pay
168,91080,Give
477,91081,Include
480,91082,Her
840,91083,Rich
219,91084,Produce
635,91085,Explain
233,91086,Have
492,91087,Loss
642,91088,Since
967,91089,Enjoy
423,91090,Just
43,91091,Lawyer
282,91092,City
251,91093,Able
554,91094,Return
261,91095,Enter
87,91096,Board
947,91097,Area
383,91098,Who
566,91099,Drive
661,91100,Enter
567,91101,Recent
277,91102,Science
904,91103,Performance
183,91104,Ago
577,91105,The
82,91106,Particular
985,91107,People
35,91108,College
841,91109,Large
439,91110,Recognize
525,91111,Three
741,91112,Happen
698,91113,Add
693,91114,Because
986,91115,Project
718,91116,Seek
626,91117,Instead
472,91118,Night
505,91119,Matter
148,91120,Teach
248,91121,Rich
21,91122,Movie
232,91123,Summer
157,91124,End
232,91125,Hit
703,91126,Well
382,91127,Very
843,91128,Provide
798,91129,Republican
921,91130,Piece
167,91131,Meeting
647,91132,Suddenly
831,91133,Choice
59,91134,Worker
166,91135,Prove
474,91136,Sense
357,91137,Attorney
928,91138,Billion
824,91139,Single
897,91140,Focus
415,91141,Success
212,91142,Help
594,91143,Stock
144,91144,Because
807,91145,Their
35,91146,Mr
403,91147,Smile
82,91148,Budget
316,91149,Audience
247,91150,Kid
778,91151,Customer
778,91152,Scientist
85,91153,Industry
549,91154,Break
492,91155,West
300,91156,Century
106,91157,Tough
436,91158,Suddenly
217,91159,Young
584,91160,Window
450,91161,Response
215,91162,Law
207,91163,Film
86,91164,My
915,91165,Current
260,91166,New
729,91167,Ball
778,91168,Century
800,91169,Offer
605,91170,Operation
697,91171,Man
703,91172,Bill
514,91173,Fly
125,91174,Ago
384,91175,Describe
304,91176,Already
216,91177,It
715,91178,Everybody
134,91179,Always
324,91180,You
853,91181,House
649,91182,Alone
27,91183,Budget
521,91184,Wrong
617,91185,Crime
719,91186,Instead
939,91187,Author
866,91188,Eight
260,91189,In
263,91190,Billion
103,91191,Husband
521,91192,Future
764,91193,Road
422,91194,Born
277,91195,Me
153,91196,Summer
63,91197,Sea
427,91198,Site
237,91199,Year
948,91200,Man
744,91201,Service
864,91202,Begin
391,91203,Among
933,91204,Trip
847,91205,Be
566,91206,Dream
986,91207,Imagine
950,91208,Others
254,91209,Get
37,91210,Daughter
672,91211,Could
540,91212,Enjoy
147,91213,Fly
765,91214,Manage
595,91215,News
856,91216,Rise
650,91217,You
85,91218,Whatever
762,91219,Main
66,91220,Case
446,91221,Spring
951,91222,Receive
320,91223,Meet
53,91224,Choice
896,91225,Into
325,91226,Do
849,91227,Lot
778,91228,Name
356,91229,Piece
667,91230,Carry
720,91231,Cause
326,91232,General
346,91233,Ago
960,91234,Despite
199,91235,Fire
509,91236,Common
750,91237,Way
862,91238,Economic
645,91239,Tax
41,91240,Purpose
754,91241,Arrive
171,91242,Take
845,91243,Improve
759,91244,Score
503,91245,Either
662,91246,Member
523,91247,Turn
825,91248,Collection
476,91249,Less
162,91250,Talk
910,91251,Court
46,91252,End
839,91253,Drug
46,91254,Indicate
428,91255,Notice
873,91256,Serve
638,91257,You
826,91258,Future
333,91259,Method
577,91260,Sea
836,91261,West
840,91262,Authority
222,91263,Usually
523,91264,Bill
899,91265,Rich
215,91266,Present
817,91267,Series
461,91268,Rich
947,91269,Agency
206,91270,Might
392,91271,Expert
350,91272,Push
536,91273,Poor
326,91274,Choose
538,91275,Husband
680,91276,Hope
345,91277,Seek
254,91278,Nothing
155,91279,Politics
82,91280,Minute
218,91281,Per
471,91282,Government
75,91283,Trouble
708,91284,Record
408,91285,Throughout
14,91286,Board
259,91287,Quickly
695,91288,Item
38,91289,Social
254,91290,Statement
831,91291,Office
251,91292,Crime
492,91293,Long
605,91294,Order
268,91295,Mind
485,91296,Everything
169,91297,Different
182,91298,Office
718,91299,Center
824,91300,Pretty
61,91301,Money
157,91302,Scientist
122,91303,Green
285,91304,Network
319,91305,Thing
239,91306,Share
698,91307,Standard
987,91308,Movement
498,91309,Cause
341,91310,Onto
245,91311,Hundred
773,91312,Page
300,91313,Past
625,91314,Believe
389,91315,Win
689,91316,Big
577,91317,Response
939,91318,Evidence
723,91319,Power
484,91320,Idea
315,91321,Trade
979,91322,Employee
155,91323,Expert
39,91324,Would
252,91325,Scientist
317,91326,Education
357,91327,Never
599,91328,Media
129,91329,Before
884,91330,Company
251,91331,Letter
516,91332,Pretty
678,91333,Serious
300,91334,Simply
974,91335,Analysis
81,91336,Increase
586,91337,Term
912,91338,Population
631,91339,She
959,91340,Consumer
807,91341,Hard
788,91342,White
251,91343,Certainly
665,91344,Phone
240,91345,Near
108,91346,Group
821,91347,Throughout
960,91348,Marriage
148,91349,Would
952,91350,Stay
942,91351,Into
602,91352,Speech
974,91353,Number
139,91354,Student
478,91355,Religious
243,91356,Well
418,91357,Serve
546,91358,Likely
521,91359,Left
851,91360,Order
553,91361,During
711,91362,Serve
169,91363,A
884,91364,Effort
194,91365,Hit
513,91366,Likely
808,91367,Occur
848,91368,Risk
466,91369,Operation
199,91370,Story
59,91371,Range
692,91372,Clearly
943,91373,Support
605,91374,When
648,91375,Fall
989,91376,Guy
622,91377,Sign
367,91378,Type
727,91379,But
958,91380,Series
626,91381,Never
469,91382,Property
885,91383,Win
764,91384,Concern
780,91385,View
586,91386,Guy
646,91387,Produce
445,91388,Friend
973,91389,Explain
809,91390,Career
627,91391,Particular
246,91392,Three
840,91393,Mean
159,91394,City
636,91395,What
974,91396,Purpose
856,91397,Me
786,91398,There
139,91399,Last
623,91400,Dream
702,91401,There
927,91402,Attention
786,91403,Base
268,91404,Camera
956,91405,Opportunity
743,91406,Hot
862,91407,Send
31,91408,Leader
883,91409,Window
867,91410,Need
193,91411,Develop
223,91412,Husband
480,91413,Occur
319,91414,After
619,91415,Shoulder
419,91416,Across
429,91417,Everybody
754,91418,Southern
363,91419,Baby
36,91420,Security
938,91421,Then
379,91422,Still
741,91423,What
439,91424,Everything
15,91425,Economy
692,91426,Medical
345,91427,Thank
699,91428,Center
919,91429,Paper
955,91430,Of
179,91431,Plant
594,91432,Top
693,91433,Thus
612,91434,Some
293,91435,Security
198,91436,Site
478,91437,Never
874,91438,Anything
601,91439,Culture
370,91440,Father
540,91441,Could
237,91442,Could
195,91443,Worry
872,91444,Save
280,91445,Notice
711,91446,Message
24,91447,Data
867,91448,Vote
580,91449,System
827,91450,Base
436,91451,Public
566,91452,Tend
102,91453,Whom
678,91454,Research
958,91455,Nation
458,91456,Size
76,91457,Call
889,91458,Everybody
397,91459,Defense
136,91460,Approach
924,91461,Figure
447,91462,Material
327,91463,Just
311,91464,Even
784,91465,Director
478,91466,Region
566,91467,Mother
734,91468,Admit
660,91469,Bag
97,91470,Attack
158,91471,Big
731,91472,Minute
128,91473,Weight
51,91474,Seat
477,91475,Trade
256,91476,Opportunity
180,91477,West
513,91478,Social
341,91479,Side
935,91480,Like
891,91481,Sometimes
73,91482,Develop
77,91483,Perform
883,91484,Information
345,91485,Walk
719,91486,Serious
973,91487,Relate
893,91488,We
724,91489,Water
544,91490,Close
264,91491,Three
69,91492,Light
389,91493,Seat
127,91494,Age
781,91495,Son
119,91496,Majority
786,91497,Interview
511,91498,Draw
778,91499,Discuss
299,91500,Hear
160,91501,Than
423,91502,Move
644,91503,Federal
723,91504,President
313,91505,Base
432,91506,Create
876,91507,Challenge
697,91508,Big
34,91509,Everybody
558,91510,Air
451,91511,Hair
782,91512,Final
180,91513,World
271,91514,Daughter
29,91515,Seven
874,91516,Strategy
976,91517,Focus
443,91518,Feel
573,91519,Think
265,91520,Reveal
585,91521,Per
765,91522,Onto
78,91523,Amount
243,91524,Party
403,91525,Stay
923,91526,Rich
224,91527,Continue
101,91528,Sort
865,91529,Really
911,91530,Majority
840,91531,Official
926,91532,Great
916,91533,Bag
23,91534,Somebody
206,91535,Bring
98,91536,Foot
664,91537,Tv
670,91538,Pm
998,91539,Support
653,91540,Couple
13,91541,Middle
25,91542,Especially
214,91543,Over
413,91544,Civil
3,91545,Relate
955,91546,Better
705,91547,Option
725,91548,Find
557,91549,Tax
59,91550,Peace
297,91551,Happen
765,91552,Something
322,91553,Nothing
987,91554,Party
140,91555,Couple
547,91556,Treat
720,91557,Money
270,91558,Owner
728,91559,Know
872,91560,Right
537,91561,Behind
259,91562,Difficult
888,91563,Financial
987,91564,Fish
519,91565,Shake
425,91566,Forget
214,91567,Effect
524,91568,Fall
718,91569,Imagine
542,91570,Best
792,91571,Road
178,91572,Himself
770,91573,Reach
246,91574,Pressure
155,91575,Man
410,91576,Group
404,91577,Expect
339,91578,Whole
781,91579,Over
437,91580,Else
475,91581,Protect
792,91582,Can
644,91583,Enjoy
805,91584,Too
448,91585,Agreement
834,91586,Idea
96,91587,Ten
88,91588,Want
382,91589,Later
187,91590,Arrive
422,91591,Point
262,91592,Approach
62,91593,Hair
487,91594,Deep
253,91595,From
741,91596,Add
830,91597,Whole
618,91598,Edge
955,91599,Enough
163,91600,Factor
256,91601,Situation
431,91602,Need
218,91603,Spring
248,91604,How
324,91605,Even
624,91606,Line
644,91607,Paper
763,91608,Visit
62,91609,Peace
733,91610,Tell
866,91611,True
954,91612,Whom
702,91613,Condition
967,91614,Account
698,91615,Traditional
86,91616,Create
439,91617,Very
748,91618,Employee
319,91619,Room
450,91620,Voice
479,91621,Fill
504,91622,Tend
805,91623,Training
515,91624,Energy
